ID,Host Name,Collection Date,Individual Sandwiches,Group Sandwiches,Group Collections Detail,Total Sandwiches,Submitted At,Created By
2803,"Alpharetta","2025-05-21",950,0,"",950,"6/8/2025, 1:06:09 PM","Admin User"
2805,"East Cobb/Roswell","2025-05-21",1403,0,"",1403,"6/8/2025, 1:06:09 PM","Admin User"
2807,"Intown/Druid Hills","2025-05-21",516,0,"",516,"6/8/2025, 1:06:09 PM","Admin User"
3025,"Groups","2025-05-21",0,4610,"Group: 4610",4610,"7/2/2025, 7:47:58 PM","Admin User"
2806,"Sandy Springs","2025-05-21",644,0,"",644,"6/8/2025, 1:06:09 PM","Admin User"
2844,"Collective Learning","2025-05-21",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2804,"Dunwoody/PTC","2025-05-21",1783,0,"",1783,"6/8/2025, 1:06:09 PM","Admin User"
2799,"Sandy Springs","2025-05-14",631,0,"",631,"6/8/2025, 1:06:08 PM","Admin User"
2843,"Collective Learning","2025-05-14",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
3024,"Groups","2025-05-14",0,1800,"Group: 1800",1800,"7/2/2025, 7:47:58 PM","Admin User"
2796,"Alpharetta","2025-05-14",2520,0,"",2520,"6/8/2025, 1:06:08 PM","Admin User"
2798,"East Cobb/Roswell","2025-05-14",726,0,"",726,"6/8/2025, 1:06:08 PM","Admin User"
2797,"Dunwoody/PTC","2025-05-14",2316,0,"",2316,"6/8/2025, 1:06:08 PM","Admin User"
2801,"Flowery Branch","2025-05-14",298,0,"",298,"6/8/2025, 1:06:08 PM","Admin User"
2800,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-05-14",921,0,"",921,"6/8/2025, 1:06:08 PM","Admin User"
2793,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-05-07",853,0,"",853,"6/8/2025, 1:06:08 PM","Admin User"
2789,"Alpharetta","2025-05-07",2396,0,"",2396,"6/8/2025, 1:06:08 PM","Admin User"
2792,"Sandy Springs","2025-05-07",599,0,"",599,"6/8/2025, 1:06:08 PM","Admin User"
2842,"Collective Learning","2025-05-07",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2790,"Dunwoody/PTC","2025-05-07",2607,0,"",2607,"6/8/2025, 1:06:08 PM","Admin User"
3023,"Groups","2025-05-07",0,800,"Group: 800",800,"7/2/2025, 7:47:57 PM","Admin User"
2791,"East Cobb/Roswell","2025-05-07",1052,0,"",1052,"6/8/2025, 1:06:08 PM","Admin User"
2794,"Flowery Branch","2025-05-07",262,0,"",262,"6/8/2025, 1:06:08 PM","Admin User"
3151,"Flowery Branch","2025-04-30",398,0,"",398,"7/2/2025, 11:02:27 PM","Admin User"
2784,"East Cobb/Roswell","2025-04-30",915,0,"",915,"6/8/2025, 1:06:07 PM","Admin User"
3153,"Collective Learning","2025-04-30",50,0,"",50,"7/2/2025, 11:02:27 PM","Admin User"
3149,"Sandy Springs","2025-04-30",744,0,"",744,"7/2/2025, 10:57:30 PM","Admin User"
3147,"Dunwoody/PTC","2025-04-30",2032,0,"",2032,"7/2/2025, 10:57:30 PM","Admin User"
3146,"Alpharetta","2025-04-30",618,0,"",618,"7/2/2025, 10:57:30 PM","Admin User"
3150,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-04-30",1198,0,"",1198,"7/2/2025, 10:57:30 PM","Admin User"
3152,"Groups","2025-04-30",0,2050,"Group: 2050",2050,"7/2/2025, 11:02:27 PM","Admin User"
2775,"Alpharetta","2025-04-23",2244,0,"",2244,"6/8/2025, 1:06:06 PM","Admin User"
2776,"Dunwoody/PTC","2025-04-23",2223,0,"",2223,"6/8/2025, 1:06:07 PM","Admin User"
2780,"Flowery Branch","2025-04-23",350,0,"",350,"6/8/2025, 1:06:07 PM","Admin User"
2840,"Collective Learning","2025-04-23",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2779,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-04-23",1344,0,"",1344,"6/8/2025, 1:06:07 PM","Admin User"
2777,"East Cobb/Roswell","2025-04-23",1122,0,"",1122,"6/8/2025, 1:06:07 PM","Admin User"
2781,"Groups","2025-04-23",0,3040,"Unnamed Groups: 3040",3040,"6/8/2025, 1:06:07 PM","Admin User"
2778,"Sandy Springs","2025-04-23",527,0,"",527,"6/8/2025, 1:06:07 PM","Admin User"
2839,"Collective Learning","2025-04-16",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2772,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-04-16",1240,0,"",1240,"6/8/2025, 1:06:06 PM","Admin User"
2769,"Dunwoody/PTC","2025-04-16",2103,0,"",2103,"6/8/2025, 1:06:06 PM","Admin User"
2771,"Sandy Springs","2025-04-16",1123,0,"",1123,"6/8/2025, 1:06:06 PM","Admin User"
2770,"East Cobb/Roswell","2025-04-16",993,0,"",993,"6/8/2025, 1:06:06 PM","Admin User"
2773,"Flowery Branch","2025-04-16",175,0,"",175,"6/8/2025, 1:06:06 PM","Admin User"
2768,"Alpharetta","2025-04-16",1556,0,"",1556,"6/8/2025, 1:06:06 PM","Admin User"
3021,"Groups","2025-04-16",0,1450,"Group: 1450",1450,"7/2/2025, 7:47:57 PM","Admin User"
2761,"Alpharetta","2025-04-09",628,0,"",628,"6/8/2025, 1:06:05 PM","Admin User"
2763,"East Cobb/Roswell","2025-04-09",950,0,"",950,"6/8/2025, 1:06:05 PM","Admin User"
2765,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-04-09",514,0,"",514,"6/8/2025, 1:06:06 PM","Admin User"
3121,"Groups","2025-04-09",0,153,"Group: 153",153,"7/2/2025, 10:09:28 PM","Admin User"
2762,"Dunwoody/PTC","2025-04-09",1226,0,"",1226,"6/8/2025, 1:06:05 PM","Admin User"
2766,"Flowery Branch","2025-04-09",225,0,"",225,"6/8/2025, 1:06:06 PM","Admin User"
2764,"Sandy Springs","2025-04-09",418,0,"",418,"6/8/2025, 1:06:06 PM","Admin User"
3255,"Collective Learning","2025-04-09",50,0,"",50,"8/14/2025, 2:07:22 PM","Katie (Main) Long"
2838,"Collective Learning","2025-04-02",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2759,"Flowery Branch","2025-04-02",272,0,"",272,"6/8/2025, 1:06:05 PM","Admin User"
2756,"East Cobb/Roswell","2025-04-02",878,0,"",878,"6/8/2025, 1:06:05 PM","Admin User"
2754,"Alpharetta","2025-04-02",850,0,"",850,"6/8/2025, 1:06:05 PM","Admin User"
2755,"Dunwoody/PTC","2025-04-02",2053,0,"",2053,"6/8/2025, 1:06:05 PM","Admin User"
2757,"Sandy Springs","2025-04-02",839,0,"",839,"6/8/2025, 1:06:05 PM","Admin User"
3020,"Groups","2025-04-02",0,5518,"Group: 5518",5518,"7/2/2025, 7:47:57 PM","Admin User"
2758,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-04-02",1647,0,"",1647,"6/8/2025, 1:06:05 PM","Admin User"
2750,"Sandy Springs","2025-03-27",649,0,"",649,"6/8/2025, 1:06:04 PM","Admin User"
2748,"Dunwoody/PTC","2025-03-27",1503,0,"",1503,"6/8/2025, 1:06:04 PM","Admin User"
2751,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-03-27",884,0,"",884,"6/8/2025, 1:06:05 PM","Admin User"
2752,"Flowery Branch","2025-03-27",256,0,"",256,"6/8/2025, 1:06:05 PM","Admin User"
3120,"Groups","2025-03-27",0,3278,"Group: 3278",3278,"7/2/2025, 10:09:28 PM","Admin User"
2837,"Collective Learning","2025-03-27",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2747,"Alpharetta","2025-03-27",1100,0,"",1100,"6/8/2025, 1:06:04 PM","Admin User"
2749,"East Cobb/Roswell","2025-03-27",907,0,"",907,"6/8/2025, 1:06:04 PM","Admin User"
2745,"Flowery Branch","2025-03-19",400,0,"",400,"6/8/2025, 1:06:04 PM","Admin User"
2742,"East Cobb/Roswell","2025-03-19",1270,0,"",1270,"6/8/2025, 1:06:04 PM","Admin User"
3276,"Groups","2025-03-19",2618,0,"",2618,"8/14/2025, 2:10:15 PM","Data Recovery"
2836,"Collective Learning","2025-03-19",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2740,"Alpharetta","2025-03-19",1106,0,"",1106,"6/8/2025, 1:06:04 PM","Admin User"
2741,"Dunwoody/PTC","2025-03-19",1097,0,"",1097,"6/8/2025, 1:06:04 PM","Admin User"
2743,"Sandy Springs","2025-03-19",601,0,"",601,"6/8/2025, 1:06:04 PM","Admin User"
3119,"Groups","2025-03-19",0,2618,"Group: 2618",2618,"7/2/2025, 10:09:28 PM","Admin User"
2744,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-03-19",882,0,"",882,"6/8/2025, 1:06:04 PM","Admin User"
3019,"Groups","2025-03-12",0,4780,"Group: 4780",4780,"7/2/2025, 7:47:57 PM","Admin User"
2736,"Sandy Springs","2025-03-12",485,0,"",485,"6/8/2025, 1:06:03 PM","Admin User"
2738,"Flowery Branch","2025-03-12",275,0,"",275,"6/8/2025, 1:06:03 PM","Admin User"
3275,"Groups","2025-03-12",4780,0,"",4780,"8/14/2025, 2:10:15 PM","Data Recovery"
2735,"East Cobb/Roswell","2025-03-12",1597,0,"",1597,"6/8/2025, 1:06:03 PM","Admin User"
2737,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-03-12",796,0,"",796,"6/8/2025, 1:06:03 PM","Admin User"
2733,"Alpharetta","2025-03-12",1301,0,"",1301,"6/8/2025, 1:06:03 PM","Admin User"
2835,"Collective Learning","2025-03-12",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2734,"Dunwoody/PTC","2025-03-12",840,0,"",840,"6/8/2025, 1:06:03 PM","Admin User"
2729,"Sandy Springs","2025-03-05",117,0,"",117,"6/8/2025, 1:06:03 PM","Admin User"
2730,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-03-05",815,0,"",815,"6/8/2025, 1:06:03 PM","Admin User"
3274,"Groups","2025-03-05",4795,0,"",4795,"8/14/2025, 2:10:15 PM","Data Recovery"
2727,"Dunwoody/PTC","2025-03-05",769,0,"",769,"6/8/2025, 1:06:03 PM","Admin User"
2728,"East Cobb/Roswell","2025-03-05",983,0,"",983,"6/8/2025, 1:06:03 PM","Admin User"
2731,"Flowery Branch","2025-03-05",351,0,"",351,"6/8/2025, 1:06:03 PM","Admin User"
2834,"Collective Learning","2025-03-05",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2726,"Alpharetta","2025-03-05",1092,0,"",1092,"6/8/2025, 1:06:03 PM","Admin User"
3018,"Groups","2025-03-05",0,4795,"Group: 4795",4795,"7/2/2025, 7:47:57 PM","Admin User"
2721,"East Cobb/Roswell","2025-02-26",854,0,"",854,"6/8/2025, 1:06:02 PM","Admin User"
2723,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-02-26",605,0,"",605,"6/8/2025, 1:06:02 PM","Admin User"
2833,"Collective Learning","2025-02-26",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2719,"Alpharetta","2025-02-26",1010,0,"",1010,"6/8/2025, 1:06:02 PM","Admin User"
2724,"Flowery Branch","2025-02-26",516,0,"",516,"6/8/2025, 1:06:02 PM","Admin User"
2722,"Sandy Springs","2025-02-26",650,0,"",650,"6/8/2025, 1:06:02 PM","Admin User"
3118,"Groups","2025-02-26",0,1380,"Group: 1380",1380,"7/2/2025, 10:09:28 PM","Admin User"
2720,"Dunwoody/PTC","2025-02-26",1153,0,"",1153,"6/8/2025, 1:06:02 PM","Admin User"
3273,"Groups","2025-02-26",1380,0,"",1380,"8/14/2025, 2:10:15 PM","Data Recovery"
2832,"Collective Learning","2025-02-19",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2714,"East Cobb/Roswell","2025-02-19",1381,0,"",1381,"6/8/2025, 1:06:02 PM","Admin User"
2717,"Flowery Branch","2025-02-19",284,0,"",284,"6/8/2025, 1:06:02 PM","Admin User"
3272,"Groups","2025-02-19",2650,0,"",2650,"8/14/2025, 2:10:15 PM","Data Recovery"
2713,"Dunwoody/PTC","2025-02-19",2667,0,"",2667,"6/8/2025, 1:06:02 PM","Admin User"
2712,"Alpharetta","2025-02-19",900,0,"",900,"6/8/2025, 1:06:01 PM","Admin User"
3017,"Groups","2025-02-19",0,2650,"Group: 2650",2650,"7/2/2025, 7:47:57 PM","Admin User"
2715,"Sandy Springs","2025-02-19",677,0,"",677,"6/8/2025, 1:06:02 PM","Admin User"
2716,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-02-19",1371,0,"",1371,"6/8/2025, 1:06:02 PM","Admin User"
2831,"Collective Learning","2025-02-12",50,0,"",50,"6/14/2025, 12:28:11 AM","Admin User"
2708,"Sandy Springs","2025-02-12",538,0,"",538,"6/8/2025, 1:06:01 PM","Admin User"
3271,"Groups","2025-02-12",4474,0,"",4474,"8/14/2025, 2:10:15 PM","Data Recovery"
2707,"East Cobb/Roswell","2025-02-12",976,0,"",976,"6/8/2025, 1:06:01 PM","Admin User"
2710,"Flowery Branch","2025-02-12",141,0,"",141,"6/8/2025, 1:06:01 PM","Admin User"
2709,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-02-12",719,0,"",719,"6/8/2025, 1:06:01 PM","Admin User"
3016,"Groups","2025-02-12",0,4474,"Group: 4474",4474,"7/2/2025, 7:47:56 PM","Admin User"
2706,"Dunwoody/PTC","2025-02-12",1272,0,"",1272,"6/8/2025, 1:06:01 PM","Admin User"
2705,"Alpharetta","2025-02-12",1852,0,"",1852,"6/8/2025, 1:06:01 PM","Admin User"
2699,"Alpharetta","2025-02-05",1252,0,"",1252,"6/8/2025, 1:06:00 PM","Admin User"
2703,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-02-05",854,0,"",854,"6/8/2025, 1:06:01 PM","Admin User"
3015,"Groups","2025-02-05",0,2600,"Group: 2600",2600,"7/2/2025, 7:47:56 PM","Admin User"
3270,"Groups","2025-02-05",2600,0,"",2600,"8/14/2025, 2:10:15 PM","Data Recovery"
2830,"Collective Learning","2025-02-05",50,0,"",50,"6/14/2025, 12:28:10 AM","Admin User"
2700,"Dunwoody/PTC","2025-02-05",2173,0,"",2173,"6/8/2025, 1:06:00 PM","Admin User"
2702,"Sandy Springs","2025-02-05",549,0,"",549,"6/8/2025, 1:06:01 PM","Admin User"
2701,"East Cobb/Roswell","2025-02-05",1265,0,"",1265,"6/8/2025, 1:06:01 PM","Admin User"
3014,"Groups","2025-01-29",0,7140,"Group: 7140",7140,"7/2/2025, 7:47:56 PM","Admin User"
2695,"Sandy Springs","2025-01-29",706,0,"",706,"6/8/2025, 1:06:00 PM","Admin User"
3269,"Groups","2025-01-29",7140,0,"",7140,"8/14/2025, 2:10:15 PM","Data Recovery"
2696,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-01-29",1992,0,"",1992,"6/8/2025, 1:06:00 PM","Admin User"
2697,"Flowery Branch","2025-01-29",402,0,"",402,"6/8/2025, 1:06:00 PM","Admin User"
2694,"East Cobb/Roswell","2025-01-29",1890,0,"",1890,"6/8/2025, 1:06:00 PM","Admin User"
3201,"Alpharetta","2025-01-29",936,0,"",936,"7/30/2025, 1:56:00 PM","Katie (Main) Long"
2684,"East Cobb/Roswell","2025-01-22",1592,0,"",1592,"6/8/2025, 1:05:59 PM","Admin User"
2683,"Dunwoody/PTC","2025-01-22",1778,0,"",1778,"6/8/2025, 1:05:59 PM","Admin User"
2686,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-01-22",2782,0,"",2782,"6/8/2025, 1:05:59 PM","Admin User"
3129,"Flowery Branch","2025-01-22",258,0,"",258,"7/2/2025, 10:12:17 PM","Admin User"
2682,"Alpharetta","2025-01-22",864,0,"",864,"6/8/2025, 1:05:59 PM","Admin User"
2685,"Sandy Springs","2025-01-22",873,0,"",873,"6/8/2025, 1:05:59 PM","Admin User"
2679,"East Cobb/Roswell","2025-01-20",400,0,"",400,"6/8/2025, 1:05:59 PM","Admin User"
3174,"Groups","2025-01-20",0,19706,"Special Event: 19706",19706,"7/29/2025, 10:36:46 PM","Katie (Main) Long"
2672,"East Cobb/Roswell","2025-01-15",1776,0,"",1776,"6/8/2025, 1:05:58 PM","Admin User"
3013,"Groups","2025-01-15",0,1730,"Group: 1730",1730,"7/2/2025, 7:47:56 PM","Admin User"
2675,"Flowery Branch","2025-01-15",230,0,"",230,"6/8/2025, 1:05:59 PM","Admin User"
2670,"Alpharetta","2025-01-15",1180,0,"",1180,"6/8/2025, 1:05:58 PM","Admin User"
2673,"Sandy Springs","2025-01-15",664,0,"",664,"6/8/2025, 1:05:58 PM","Admin User"
2674,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-01-15",727,0,"",727,"6/8/2025, 1:05:59 PM","Admin User"
2671,"Dunwoody/PTC","2025-01-15",2384,0,"",2384,"6/8/2025, 1:05:58 PM","Admin User"
2668,"Flowery Branch","2025-01-08",426,0,"",426,"6/8/2025, 1:05:58 PM","Admin User"
2666,"Sandy Springs","2025-01-08",301,0,"",301,"6/8/2025, 1:05:58 PM","Admin User"
2664,"Dunwoody/PTC","2025-01-08",2397,0,"",2397,"6/8/2025, 1:05:58 PM","Admin User"
2665,"East Cobb/Roswell","2025-01-08",1115,0,"",1115,"6/8/2025, 1:05:58 PM","Admin User"
2667,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-01-08",1064,0,"",1064,"6/8/2025, 1:05:58 PM","Admin User"
2663,"Alpharetta","2025-01-08",1571,0,"",1571,"6/8/2025, 1:05:58 PM","Admin User"
3012,"Groups","2025-01-08",0,900,"Group: 900",900,"7/2/2025, 7:47:56 PM","Admin User"
2661,"Dunwoody/PTC","2025-01-01",563,0,"",563,"6/8/2025, 1:05:58 PM","Admin User"
2662,"East Cobb/Roswell","2025-01-01",185,0,"",185,"6/8/2025, 1:05:58 PM","Admin User"
3230,"Groups","2025-01-01",100,0,"",100,"8/3/2025, 12:44:27 AM","Katie (Main) Long"
3117,"Groups","2024-12-26",0,2000,"Group: 2000",2000,"7/2/2025, 10:09:28 PM","Admin User"
2659,"Dunwoody/PTC","2024-12-26",504,0,"",504,"6/8/2025, 1:05:57 PM","Admin User"
2652,"Alpharetta","2024-12-18",848,0,"",848,"6/8/2025, 1:05:57 PM","Admin User"
2655,"Sandy Springs","2024-12-18",485,0,"",485,"6/8/2025, 1:05:57 PM","Admin User"
3116,"Groups","2024-12-18",0,5100,"Group: 5100",5100,"7/2/2025, 10:09:28 PM","Admin User"
2657,"Flowery Branch","2024-12-18",426,0,"",426,"6/8/2025, 1:05:57 PM","Admin User"
2656,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-12-18",922,0,"",922,"6/8/2025, 1:05:57 PM","Admin User"
2654,"East Cobb/Roswell","2024-12-18",1706,0,"",1706,"6/8/2025, 1:05:57 PM","Admin User"
2653,"Dunwoody/PTC","2024-12-18",1342,0,"",1342,"6/8/2025, 1:05:57 PM","Admin User"
2650,"Flowery Branch","2024-12-11",105,0,"",105,"6/8/2025, 1:05:57 PM","Admin User"
2647,"East Cobb/Roswell","2024-12-11",1203,0,"",1203,"6/8/2025, 1:05:56 PM","Admin User"
2646,"Dunwoody/PTC","2024-12-11",2226,0,"",2226,"6/8/2025, 1:05:56 PM","Admin User"
2645,"Alpharetta","2024-12-11",2176,0,"",2176,"6/8/2025, 1:05:56 PM","Admin User"
2648,"Sandy Springs","2024-12-11",667,0,"",667,"6/8/2025, 1:05:56 PM","Admin User"
3115,"Groups","2024-12-11",0,6570,"Group: 6570",6570,"7/2/2025, 10:09:28 PM","Admin User"
2649,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-12-11",1190,0,"",1190,"6/8/2025, 1:05:57 PM","Admin User"
2641,"Sandy Springs","2024-12-04",442,0,"",442,"6/8/2025, 1:05:56 PM","Admin User"
2640,"Decatur","2024-12-04",54,0,"",54,"6/8/2025, 1:05:56 PM","Admin User"
2643,"Flowery Branch","2024-12-04",250,0,"",250,"6/8/2025, 1:05:56 PM","Admin User"
2637,"Alpharetta","2024-12-04",1379,0,"",1379,"6/8/2025, 1:05:56 PM","Admin User"
2642,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-12-04",1280,0,"",1280,"6/8/2025, 1:05:56 PM","Admin User"
2639,"East Cobb/Roswell","2024-12-04",1439,0,"",1439,"6/8/2025, 1:05:56 PM","Admin User"
3114,"Groups","2024-12-04",0,1500,"Group: 1500",1500,"7/2/2025, 10:09:28 PM","Admin User"
2638,"Dunwoody/PTC","2024-12-04",1643,0,"",1643,"6/8/2025, 1:05:56 PM","Admin User"
3233,"Groups","2024-11-28",0,2000,"Groups: 2000",2000,"8/3/2025, 1:17:28 AM","Katie (Main) Long"
2631,"East Cobb/Roswell","2024-11-20",1643,0,"",1643,"6/8/2025, 1:05:55 PM","Admin User"
2632,"Decatur","2024-11-20",64,0,"",64,"6/8/2025, 1:05:55 PM","Admin User"
2633,"Sandy Springs","2024-11-20",1087,0,"",1087,"6/8/2025, 1:05:55 PM","Admin User"
2629,"Alpharetta","2024-11-20",3625,0,"",3625,"6/8/2025, 1:05:55 PM","Admin User"
2634,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-11-20",861,0,"",861,"6/8/2025, 1:05:55 PM","Admin User"
2635,"Flowery Branch","2024-11-20",304,0,"",304,"6/8/2025, 1:05:55 PM","Admin User"
2630,"Dunwoody/PTC","2024-11-20",2378,0,"",2378,"6/8/2025, 1:05:55 PM","Admin User"
3113,"Groups","2024-11-20",0,6409,"Group: 6409",6409,"7/2/2025, 10:09:28 PM","Admin User"
2627,"Flowery Branch","2024-11-13",200,0,"",200,"6/8/2025, 1:05:55 PM","Admin User"
2624,"Decatur","2024-11-13",54,0,"",54,"6/8/2025, 1:05:55 PM","Admin User"
2621,"Alpharetta","2024-11-13",1226,0,"",1226,"6/8/2025, 1:05:54 PM","Admin User"
2626,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-11-13",437,0,"",437,"6/8/2025, 1:05:55 PM","Admin User"
2622,"Dunwoody/PTC","2024-11-13",1396,0,"",1396,"6/8/2025, 1:05:54 PM","Admin User"
2623,"East Cobb/Roswell","2024-11-13",1389,0,"",1389,"6/8/2025, 1:05:55 PM","Admin User"
3112,"Groups","2024-11-13",0,1780,"Group: 1780",1780,"7/2/2025, 10:09:28 PM","Admin User"
2625,"Sandy Springs","2024-11-13",554,0,"",554,"6/8/2025, 1:05:55 PM","Admin User"
2618,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-11-06",1380,0,"",1380,"6/8/2025, 1:05:54 PM","Admin User"
2615,"Dunwoody/PTC","2024-11-06",1449,0,"",1449,"6/8/2025, 1:05:54 PM","Admin User"
2619,"Flowery Branch","2024-11-06",179,0,"",179,"6/8/2025, 1:05:54 PM","Admin User"
2614,"Alpharetta","2024-11-06",1427,0,"",1427,"6/8/2025, 1:05:54 PM","Admin User"
2616,"East Cobb/Roswell","2024-11-06",1017,0,"",1017,"6/8/2025, 1:05:54 PM","Admin User"
2617,"Sandy Springs","2024-11-06",452,0,"",452,"6/8/2025, 1:05:54 PM","Admin User"
3111,"Groups","2024-11-06",0,550,"Group: 550",550,"7/2/2025, 10:09:28 PM","Admin User"
2611,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-10-30",1380,0,"",1380,"6/8/2025, 1:05:54 PM","Admin User"
3110,"Groups","2024-10-30",0,1330,"Group: 1330",1330,"7/2/2025, 10:09:28 PM","Admin User"
2607,"Alpharetta","2024-10-30",1427,0,"",1427,"6/8/2025, 1:05:53 PM","Admin User"
2608,"Dunwoody/PTC","2024-10-30",2035,0,"",2035,"6/8/2025, 1:05:53 PM","Admin User"
3291,"Groups","2024-10-30",1330,0,"",1330,"8/14/2025, 2:10:19 PM","Data Recovery"
2610,"Sandy Springs","2024-10-30",452,0,"",452,"6/8/2025, 1:05:53 PM","Admin User"
2609,"East Cobb/Roswell","2024-10-30",1017,0,"",1017,"6/8/2025, 1:05:53 PM","Admin User"
2612,"Flowery Branch","2024-10-30",332,0,"",332,"6/8/2025, 1:05:54 PM","Admin User"
2604,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-10-23",768,0,"",768,"6/8/2025, 1:05:53 PM","Admin User"
3109,"Groups","2024-10-23",0,4279,"Group: 4279",4279,"7/2/2025, 10:09:17 PM","Admin User"
2605,"Flowery Branch","2024-10-23",503,0,"",503,"6/8/2025, 1:05:53 PM","Admin User"
2603,"Sandy Springs","2024-10-23",224,0,"",224,"6/8/2025, 1:05:53 PM","Admin User"
3290,"Groups","2024-10-23",4279,0,"",4279,"8/14/2025, 2:10:19 PM","Data Recovery"
2601,"Dunwoody/PTC","2024-10-23",1774,0,"",1774,"6/8/2025, 1:05:53 PM","Admin User"
2600,"Alpharetta","2024-10-23",618,0,"",618,"6/8/2025, 1:05:53 PM","Admin User"
2602,"East Cobb/Roswell","2024-10-23",594,0,"",594,"6/8/2025, 1:05:53 PM","Admin User"
3289,"Groups","2024-10-16",3746,0,"",3746,"8/14/2025, 2:10:19 PM","Data Recovery"
2596,"Sandy Springs","2024-10-16",431,0,"",431,"6/8/2025, 1:05:52 PM","Admin User"
2595,"Decatur","2024-10-16",119,0,"",119,"6/8/2025, 1:05:52 PM","Admin User"
2598,"Flowery Branch","2024-10-16",200,0,"",200,"6/8/2025, 1:05:53 PM","Admin User"
2594,"East Cobb/Roswell","2024-10-16",1332,0,"",1332,"6/8/2025, 1:05:52 PM","Admin User"
2592,"Alpharetta","2024-10-16",1032,0,"",1032,"6/8/2025, 1:05:52 PM","Admin User"
3108,"Groups","2024-10-16",0,3746,"Group: 3746",3746,"7/2/2025, 10:09:17 PM","Admin User"
2597,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-10-16",1296,0,"",1296,"6/8/2025, 1:05:52 PM","Admin User"
2593,"Dunwoody/PTC","2024-10-16",1377,0,"",1377,"6/8/2025, 1:05:52 PM","Admin User"
2586,"East Cobb/Roswell","2024-10-09",919,0,"",919,"6/8/2025, 1:05:52 PM","Admin User"
3288,"Groups","2024-10-09",1900,0,"",1900,"8/14/2025, 2:10:19 PM","Data Recovery"
2588,"Sandy Springs","2024-10-09",344,0,"",344,"6/8/2025, 1:05:52 PM","Admin User"
2590,"Flowery Branch","2024-10-09",260,0,"",260,"6/8/2025, 1:05:52 PM","Admin User"
2587,"Decatur","2024-10-09",54,0,"",54,"6/8/2025, 1:05:52 PM","Admin User"
2585,"Dunwoody/PTC","2024-10-09",1284,0,"",1284,"6/8/2025, 1:05:52 PM","Admin User"
2589,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2024-10-09",555,0,"",555,"6/8/2025, 1:05:52 PM","Admin User"
2584,"Alpharetta","2024-10-09",1493,0,"",1493,"6/8/2025, 1:05:52 PM","Admin User"
3107,"Groups","2024-10-09",0,1900,"Group: 1900",1900,"7/2/2025, 10:09:17 PM","Admin User"
3106,"Groups","2024-10-02",0,14023,"Group: 14023",14023,"7/2/2025, 10:09:17 PM","Admin User"
