ID,Host Name,Collection Date,Individual Sandwiches,Group Sandwiches,Group Collections Detail,Total Sandwiches,Submitted At,Created By
3175,"Groups","2021-12-29",0,3000,"Groups: 3000",3000,"7/29/2025, 11:09:59 PM","Katie (Main) Long"
1365,"East Cobb/Roswell","2021-12-15",2214,0,"",2214,"6/8/2025, 1:04:15 PM","Admin User"
1362,"Alpharetta","2021-12-15",868,0,"",868,"6/8/2025, 1:04:15 PM","Admin User"
2861,"Peachtree Corners","2021-12-15",558,0,"",558,"6/14/2025, 12:28:12 AM","Admin User"
1368,"Sandy Springs","2021-12-15",575,0,"",575,"6/8/2025, 1:04:16 PM","Admin User"
1364,"Dunwoody/PTC","2021-12-15",1890,0,"",1890,"6/8/2025, 1:04:15 PM","Admin User"
1363,"Oak Grove","2021-12-15",103,0,"",103,"6/8/2025, 1:04:15 PM","Admin User"
1366,"Decatur","2021-12-15",80,0,"",80,"6/8/2025, 1:04:16 PM","Admin User"
2860,"Peachtree Corners","2021-12-08",307,0,"",307,"6/14/2025, 12:28:12 AM","Admin User"
1357,"Dunwoody/PTC","2021-12-08",2553,0,"",2553,"6/8/2025, 1:04:15 PM","Admin User"
1359,"Decatur","2021-12-08",530,0,"",530,"6/8/2025, 1:04:15 PM","Admin User"
1361,"Sandy Springs","2021-12-08",850,0,"",850,"6/8/2025, 1:04:15 PM","Admin User"
1356,"Oak Grove","2021-12-08",60,0,"",60,"6/8/2025, 1:04:15 PM","Admin User"
1355,"Alpharetta","2021-12-08",939,0,"",939,"6/8/2025, 1:04:15 PM","Admin User"
1358,"East Cobb/Roswell","2021-12-08",1688,0,"",1688,"6/8/2025, 1:04:15 PM","Admin User"
1349,"Alpharetta","2021-12-01",540,0,"",540,"6/8/2025, 1:04:14 PM","Admin User"
1351,"Dunwoody/PTC","2021-12-01",2432,0,"",2432,"6/8/2025, 1:04:14 PM","Admin User"
2859,"Peachtree Corners","2021-12-01",166,0,"",166,"6/14/2025, 12:28:12 AM","Admin User"
1354,"Sandy Springs","2021-12-01",386,0,"",386,"6/8/2025, 1:04:15 PM","Admin User"
1350,"Oak Grove","2021-12-01",73,0,"",73,"6/8/2025, 1:04:14 PM","Admin User"
1352,"East Cobb/Roswell","2021-12-01",1585,0,"",1585,"6/8/2025, 1:04:14 PM","Admin User"
1344,"Dunwoody/PTC","2021-11-22",2720,0,"",2720,"6/8/2025, 1:04:14 PM","Admin User"
1345,"East Cobb/Roswell","2021-11-22",2204,0,"",2204,"6/8/2025, 1:04:14 PM","Admin User"
1348,"Sandy Springs","2021-11-22",350,0,"",350,"6/8/2025, 1:04:14 PM","Admin User"
1343,"Alpharetta","2021-11-22",939,0,"",939,"6/8/2025, 1:04:14 PM","Admin User"
1346,"Decatur","2021-11-22",10,0,"",10,"6/8/2025, 1:04:14 PM","Admin User"
2858,"Peachtree Corners","2021-11-22",470,0,"",470,"6/14/2025, 12:28:11 AM","Admin User"
1342,"Sandy Springs","2021-11-17",390,0,"",390,"6/8/2025, 1:04:14 PM","Admin User"
1338,"Dunwoody/PTC","2021-11-17",3517,0,"",3517,"6/8/2025, 1:04:13 PM","Admin User"
1340,"Decatur","2021-11-17",166,0,"",166,"6/8/2025, 1:04:13 PM","Admin User"
2857,"Peachtree Corners","2021-11-17",229,0,"",229,"6/14/2025, 12:28:11 AM","Admin User"
1336,"Alpharetta","2021-11-17",777,0,"",777,"6/8/2025, 1:04:13 PM","Admin User"
1339,"East Cobb/Roswell","2021-11-17",1180,0,"",1180,"6/8/2025, 1:04:13 PM","Admin User"
1337,"Oak Grove","2021-11-17",82,0,"",82,"6/8/2025, 1:04:13 PM","Admin User"
1330,"Alpharetta","2021-11-10",851,0,"",851,"6/8/2025, 1:04:13 PM","Admin User"
1332,"Dunwoody/PTC","2021-11-10",3728,0,"",3728,"6/8/2025, 1:04:13 PM","Admin User"
1335,"Sandy Springs","2021-11-10",373,0,"",373,"6/8/2025, 1:04:13 PM","Admin User"
1331,"Oak Grove","2021-11-10",122,0,"",122,"6/8/2025, 1:04:13 PM","Admin User"
2856,"Peachtree Corners","2021-11-10",245,0,"",245,"6/14/2025, 12:28:11 AM","Admin User"
1333,"East Cobb/Roswell","2021-11-10",1231,0,"",1231,"6/8/2025, 1:04:13 PM","Admin User"
1326,"Dunwoody/PTC","2021-11-03",2555,0,"",2555,"6/8/2025, 1:04:12 PM","Admin User"
1327,"East Cobb/Roswell","2021-11-03",2144,0,"",2144,"6/8/2025, 1:04:12 PM","Admin User"
1325,"Oak Grove","2021-11-03",112,0,"",112,"6/8/2025, 1:04:12 PM","Admin User"
1329,"Sandy Springs","2021-11-03",500,0,"",500,"6/8/2025, 1:04:13 PM","Admin User"
2855,"Peachtree Corners","2021-11-03",184,0,"",184,"6/14/2025, 12:28:11 AM","Admin User"
1324,"Alpharetta","2021-11-03",1247,0,"",1247,"6/8/2025, 1:04:12 PM","Admin User"
1320,"Dunwoody/PTC","2021-10-27",2806,0,"",2806,"6/8/2025, 1:04:12 PM","Admin User"
1318,"Alpharetta","2021-10-27",1043,0,"",1043,"6/8/2025, 1:04:12 PM","Admin User"
1319,"Oak Grove","2021-10-27",308,0,"",308,"6/8/2025, 1:04:12 PM","Admin User"
1321,"East Cobb/Roswell","2021-10-27",1229,0,"",1229,"6/8/2025, 1:04:12 PM","Admin User"
1323,"Sandy Springs","2021-10-27",285,0,"",285,"6/8/2025, 1:04:12 PM","Admin User"
2854,"Peachtree Corners","2021-10-27",130,0,"",130,"6/14/2025, 12:28:11 AM","Admin User"
1313,"Oak Grove","2021-10-20",40,0,"",40,"6/8/2025, 1:04:11 PM","Admin User"
1312,"Alpharetta","2021-10-20",1005,0,"",1005,"6/8/2025, 1:04:11 PM","Admin User"
1317,"Sandy Springs","2021-10-20",598,0,"",598,"6/8/2025, 1:04:12 PM","Admin User"
2853,"Peachtree Corners","2021-10-20",188,0,"",188,"6/14/2025, 12:28:11 AM","Admin User"
1315,"East Cobb/Roswell","2021-10-20",1218,0,"",1218,"6/8/2025, 1:04:11 PM","Admin User"
1314,"Dunwoody/PTC","2021-10-20",1874,0,"",1874,"6/8/2025, 1:04:11 PM","Admin User"
1311,"Sandy Springs","2021-10-13",210,0,"",210,"6/8/2025, 1:04:11 PM","Admin User"
1306,"Oak Grove","2021-10-13",72,0,"",72,"6/8/2025, 1:04:11 PM","Admin User"
1309,"Decatur","2021-10-13",9,0,"",9,"6/8/2025, 1:04:11 PM","Admin User"
1307,"Dunwoody/PTC","2021-10-13",1522,0,"",1522,"6/8/2025, 1:04:11 PM","Admin User"
1308,"East Cobb/Roswell","2021-10-13",1328,0,"",1328,"6/8/2025, 1:04:11 PM","Admin User"
1305,"Alpharetta","2021-10-13",509,0,"",509,"6/8/2025, 1:04:11 PM","Admin User"
2852,"Peachtree Corners","2021-10-13",266,0,"",266,"6/14/2025, 12:28:11 AM","Admin User"
1304,"Sandy Springs","2021-10-06",660,0,"",660,"6/8/2025, 1:04:11 PM","Admin User"
1302,"East Cobb/Roswell","2021-10-06",866,0,"",866,"6/8/2025, 1:04:10 PM","Admin User"
2851,"Peachtree Corners","2021-10-06",126,0,"",126,"6/14/2025, 12:28:11 AM","Admin User"
1300,"Oak Grove","2021-10-06",120,0,"",120,"6/8/2025, 1:04:10 PM","Admin User"
1301,"Dunwoody/PTC","2021-10-06",2225,0,"",2225,"6/8/2025, 1:04:10 PM","Admin User"
1299,"Alpharetta","2021-10-06",651,0,"",651,"6/8/2025, 1:04:10 PM","Admin User"
1294,"Oak Grove","2021-09-29",60,0,"",60,"6/8/2025, 1:04:10 PM","Admin User"
1298,"Sandy Springs","2021-09-29",127,0,"",127,"6/8/2025, 1:04:10 PM","Admin User"
2850,"Peachtree Corners","2021-09-29",114,0,"",114,"6/14/2025, 12:28:11 AM","Admin User"
1293,"Buckhead","2021-09-29",273,0,"",273,"6/8/2025, 1:04:10 PM","Admin User"
1296,"East Cobb/Roswell","2021-09-29",1855,0,"",1855,"6/8/2025, 1:04:10 PM","Admin User"
1295,"Dunwoody/PTC","2021-09-29",1865,0,"",1865,"6/8/2025, 1:04:10 PM","Admin User"
1292,"Alpharetta","2021-09-29",594,0,"",594,"6/8/2025, 1:04:10 PM","Admin User"
1288,"East Cobb/Roswell","2021-09-22",988,0,"",988,"6/8/2025, 1:04:09 PM","Admin User"
1287,"Dunwoody/PTC","2021-09-22",2008,0,"",2008,"6/8/2025, 1:04:09 PM","Admin User"
1286,"Oak Grove","2021-09-22",48,0,"",48,"6/8/2025, 1:04:09 PM","Admin User"
1291,"Sandy Springs","2021-09-22",425,0,"",425,"6/8/2025, 1:04:10 PM","Admin User"
2849,"Peachtree Corners","2021-09-22",99,0,"",99,"6/14/2025, 12:28:11 AM","Admin User"
1285,"Alpharetta","2021-09-22",790,0,"",790,"6/8/2025, 1:04:09 PM","Admin User"
1289,"Decatur","2021-09-22",30,0,"",30,"6/8/2025, 1:04:09 PM","Admin User"
2848,"Peachtree Corners","2021-09-15",160,0,"",160,"6/14/2025, 12:28:11 AM","Admin User"
1282,"East Cobb/Roswell","2021-09-15",600,0,"",600,"6/8/2025, 1:04:09 PM","Admin User"
1281,"Dunwoody/PTC","2021-09-15",1989,0,"",1989,"6/8/2025, 1:04:09 PM","Admin User"
1280,"Oak Grove","2021-09-15",451,0,"",451,"6/8/2025, 1:04:09 PM","Admin User"
1279,"Alpharetta","2021-09-15",1071,0,"",1071,"6/8/2025, 1:04:09 PM","Admin User"
1284,"Sandy Springs","2021-09-15",419,0,"",419,"6/8/2025, 1:04:09 PM","Admin User"
2995,"OG Sandwich Project","2021-09-08",3989,0,"",3989,"6/14/2025, 9:58:31 AM","Admin User"
2994,"OG Sandwich Project","2021-09-01",4568,0,"",4568,"6/14/2025, 9:58:31 AM","Admin User"
2993,"OG Sandwich Project","2021-08-25",4780,0,"",4780,"6/14/2025, 9:58:31 AM","Admin User"
2992,"OG Sandwich Project","2021-08-18",5245,0,"",5245,"6/14/2025, 9:58:30 AM","Admin User"
2991,"OG Sandwich Project","2021-08-11",6847,0,"",6847,"6/14/2025, 9:58:30 AM","Admin User"
2990,"OG Sandwich Project","2021-08-04",5764,0,"",5764,"6/14/2025, 9:58:30 AM","Admin User"
2989,"OG Sandwich Project","2021-07-28",6175,0,"",6175,"6/14/2025, 9:58:30 AM","Admin User"
2988,"OG Sandwich Project","2021-07-21",5372,0,"",5372,"6/14/2025, 9:58:30 AM","Admin User"
2987,"OG Sandwich Project","2021-07-14",4198,0,"",4198,"6/14/2025, 9:58:30 AM","Admin User"
2986,"OG Sandwich Project","2021-07-07",4063,0,"",4063,"6/14/2025, 9:58:30 AM","Admin User"
2985,"OG Sandwich Project","2021-06-30",5475,0,"",5475,"6/14/2025, 9:58:30 AM","Admin User"
2984,"OG Sandwich Project","2021-06-23",8579,0,"",8579,"6/14/2025, 9:58:30 AM","Admin User"
2983,"OG Sandwich Project","2021-06-16",6715,0,"",6715,"6/14/2025, 9:58:30 AM","Admin User"
2982,"OG Sandwich Project","2021-06-09",9454,0,"",9454,"6/14/2025, 9:58:30 AM","Admin User"
2981,"OG Sandwich Project","2021-06-02",10085,0,"",10085,"6/14/2025, 9:58:30 AM","Admin User"
2980,"OG Sandwich Project","2021-05-26",4063,0,"",4063,"6/14/2025, 9:58:30 AM","Admin User"
2979,"OG Sandwich Project","2021-05-19",5475,0,"",5475,"6/14/2025, 9:58:30 AM","Admin User"
2978,"OG Sandwich Project","2021-05-12",8579,0,"",8579,"6/14/2025, 9:58:29 AM","Admin User"
2977,"OG Sandwich Project","2021-05-05",6715,0,"",6715,"6/14/2025, 9:58:29 AM","Admin User"
2976,"OG Sandwich Project","2021-04-28",9454,0,"",9454,"6/14/2025, 9:58:29 AM","Admin User"
2975,"OG Sandwich Project","2021-04-21",10085,0,"",10085,"6/14/2025, 9:58:29 AM","Admin User"
2974,"OG Sandwich Project","2021-04-14",7241,0,"",7241,"6/14/2025, 9:58:29 AM","Admin User"
2973,"OG Sandwich Project","2021-04-07",5442,0,"",5442,"6/14/2025, 9:58:29 AM","Admin User"
2972,"OG Sandwich Project","2021-03-31",4225,0,"",4225,"6/14/2025, 9:58:29 AM","Admin User"
2971,"OG Sandwich Project","2021-03-24",4865,0,"",4865,"6/14/2025, 9:58:29 AM","Admin User"
2970,"OG Sandwich Project","2021-03-17",4052,0,"",4052,"6/14/2025, 9:58:29 AM","Admin User"
2969,"OG Sandwich Project","2021-03-10",3989,0,"",3989,"6/14/2025, 9:58:29 AM","Admin User"
2968,"OG Sandwich Project","2021-03-03",5186,0,"",5186,"6/14/2025, 9:58:29 AM","Admin User"
2967,"OG Sandwich Project","2021-02-24",6030,0,"",6030,"6/14/2025, 9:58:29 AM","Admin User"
2966,"OG Sandwich Project","2021-02-17",5418,0,"",5418,"6/14/2025, 9:58:29 AM","Admin User"
2965,"OG Sandwich Project","2021-02-10",3840,0,"",3840,"6/14/2025, 9:58:28 AM","Admin User"
2964,"OG Sandwich Project","2021-02-03",4711,0,"",4711,"6/14/2025, 9:58:28 AM","Admin User"
2963,"OG Sandwich Project","2021-01-27",3109,0,"",3109,"6/14/2025, 9:58:28 AM","Admin User"
2962,"OG Sandwich Project","2021-01-20",2865,0,"",2865,"6/14/2025, 9:58:28 AM","Admin User"
2961,"OG Sandwich Project","2021-01-13",1912,0,"",1912,"6/14/2025, 9:58:28 AM","Admin User"
3177,"Decatur","2021-01-12",12,0,"",12,"7/29/2025, 11:20:43 PM","Admin User"
2960,"OG Sandwich Project","2021-01-06",1841,0,"",1841,"6/14/2025, 9:58:28 AM","Admin User"
2959,"OG Sandwich Project","2020-12-30",2311,0,"",2311,"6/14/2025, 9:58:28 AM","Admin User"
2958,"OG Sandwich Project","2020-12-23",1481,0,"",1481,"6/14/2025, 9:58:28 AM","Admin User"
2957,"OG Sandwich Project","2020-12-16",1762,0,"",1762,"6/14/2025, 9:58:28 AM","Admin User"
2956,"OG Sandwich Project","2020-12-09",1365,0,"",1365,"6/14/2025, 9:58:28 AM","Admin User"
2955,"OG Sandwich Project","2020-12-02",1511,0,"",1511,"6/14/2025, 9:58:28 AM","Admin User"
2954,"OG Sandwich Project","2020-11-25",2518,0,"",2518,"6/14/2025, 9:58:28 AM","Admin User"
2953,"OG Sandwich Project","2020-11-18",3159,0,"",3159,"6/14/2025, 9:58:28 AM","Admin User"
2952,"OG Sandwich Project","2020-11-11",2595,0,"",2595,"6/14/2025, 9:58:28 AM","Admin User"
2951,"OG Sandwich Project","2020-11-04",1474,0,"",1474,"6/14/2025, 9:58:27 AM","Admin User"
2950,"OG Sandwich Project","2020-10-28",1454,0,"",1454,"6/14/2025, 9:58:27 AM","Admin User"
2949,"OG Sandwich Project","2020-10-21",1364,0,"",1364,"6/14/2025, 9:58:27 AM","Admin User"
2948,"OG Sandwich Project","2020-10-14",943,0,"",943,"6/14/2025, 9:58:27 AM","Admin User"
2947,"OG Sandwich Project","2020-10-07",1414,0,"",1414,"6/14/2025, 9:58:27 AM","Admin User"
2946,"OG Sandwich Project","2020-09-30",1684,0,"",1684,"6/14/2025, 9:58:27 AM","Admin User"
2945,"OG Sandwich Project","2020-09-23",1316,0,"",1316,"6/14/2025, 9:58:27 AM","Admin User"
2944,"OG Sandwich Project","2020-09-16",1269,0,"",1269,"6/14/2025, 9:58:27 AM","Admin User"
2943,"OG Sandwich Project","2020-09-09",1361,0,"",1361,"6/14/2025, 9:58:27 AM","Admin User"
2942,"OG Sandwich Project","2020-09-02",813,0,"",813,"6/14/2025, 9:58:27 AM","Admin User"
2941,"OG Sandwich Project","2020-08-26",965,0,"",965,"6/14/2025, 9:58:27 AM","Admin User"
2940,"OG Sandwich Project","2020-08-19",1114,0,"",1114,"6/14/2025, 9:58:27 AM","Admin User"
2939,"OG Sandwich Project","2020-08-12",752,0,"",752,"6/14/2025, 9:58:27 AM","Admin User"
2938,"OG Sandwich Project","2020-08-05",953,0,"",953,"6/14/2025, 9:58:27 AM","Admin User"
2937,"OG Sandwich Project","2020-07-29",991,0,"",991,"6/14/2025, 9:58:26 AM","Admin User"
2936,"OG Sandwich Project","2020-07-22",1195,0,"",1195,"6/14/2025, 9:58:26 AM","Admin User"
2935,"OG Sandwich Project","2020-07-15",1231,0,"",1231,"6/14/2025, 9:58:26 AM","Admin User"
2934,"OG Sandwich Project","2020-07-08",866,0,"",866,"6/14/2025, 9:58:26 AM","Admin User"
2933,"OG Sandwich Project","2020-07-01",626,0,"",626,"6/14/2025, 9:58:26 AM","Admin User"
2932,"OG Sandwich Project","2020-06-24",1177,0,"",1177,"6/14/2025, 9:58:26 AM","Admin User"
2931,"OG Sandwich Project","2020-06-17",995,0,"",995,"6/14/2025, 9:58:26 AM","Admin User"
2930,"OG Sandwich Project","2020-06-10",939,0,"",939,"6/14/2025, 9:58:26 AM","Admin User"
2929,"OG Sandwich Project","2020-06-03",780,0,"",780,"6/14/2025, 9:58:26 AM","Admin User"
2928,"OG Sandwich Project","2020-05-27",432,0,"",432,"6/14/2025, 9:58:26 AM","Admin User"
2927,"OG Sandwich Project","2020-05-20",581,0,"",581,"6/14/2025, 9:58:26 AM","Admin User"
2926,"OG Sandwich Project","2020-05-13",430,0,"",430,"6/14/2025, 9:58:26 AM","Admin User"
2925,"OG Sandwich Project","2020-05-06",290,0,"",290,"6/14/2025, 9:58:26 AM","Admin User"
2924,"OG Sandwich Project","2020-04-29",530,0,"",530,"6/14/2025, 9:58:25 AM","Admin User"
2923,"OG Sandwich Project","2020-04-22",317,0,"",317,"6/14/2025, 9:58:25 AM","Admin User"
