"id","name","alternate_names","addresses","domains","total_events","last_event_date","created_at","updated_at","category","school_classification","is_religious","department"
"390","Chattahoochee High School",,,,"1","2023-11-09 00:00:00","2025-10-25 00:12:03.903348","2025-10-25 00:20:43.806","school","public","false",
"391","Renaissance Waverly Hotel",,,,"1","2024-05-15 00:00:00","2025-10-25 00:12:04.098515","2025-10-25 00:12:04.098515",,,"false",
"392","Cousins Properties",,,,"2","2022-11-02 00:00:00","2025-10-25 00:12:04.295641","2025-10-25 00:12:04.295641",,,"false",
"393","St. Jude",,,,"2","2024-06-13 00:00:00","2025-10-25 00:12:04.490557","2025-10-25 00:12:04.490557",,,"false",
"394","Raw Cove",,,,"1","2025-05-17 16:00:00","2025-10-25 00:12:04.684368","2025-10-25 00:12:04.684368",,,"false",
"395","Xplor Technologies",,,,"1","2024-08-22 16:00:00","2025-10-25 00:12:04.879419","2025-10-25 00:12:04.879419",,,"false",
"396","Supper Club",,,,"1","2022-10-16 00:00:00","2025-10-25 00:12:05.07318","2025-10-25 00:20:43.872","club",,"false",
"397","Cox Media",,,,"2","2025-10-01 16:00:00","2025-10-25 00:12:05.26648","2025-10-25 00:12:05.26648",,,"false",
"398","Fracht Forward",,,,"1","2023-05-22 00:00:00","2025-10-25 00:12:05.460805","2025-10-25 00:12:05.460805",,,"false",
"399","Body GOALS PT / Lyric Loves",,,,"1","2025-10-14 00:00:00","2025-10-25 00:12:05.65502","2025-10-25 00:12:05.65502",,,"false",
"400","Campbell High School",,,,"1","2024-03-03 00:00:00","2025-10-25 00:12:05.849209","2025-10-25 00:20:43.939","school","public","false",
"401","Brooke Farm Women's Club",,,,"1","2024-05-14 00:00:00","2025-10-25 00:12:06.042756","2025-10-25 00:20:44.005","club",,"false",
"402","The Barrera Family & Friends",,,,"1","2022-06-14 00:00:00","2025-10-25 00:12:06.236761","2025-10-25 00:12:06.236761",,,"false",
"403","Shakerag Elementary",,,,"2","2025-01-28 00:00:00","2025-10-25 00:12:06.430795","2025-10-25 00:20:44.076","school","public","false",
"404","Collective Learning Academy",,,,"21","2024-01-10 00:00:00","2025-10-25 00:12:06.625528","2025-10-25 00:20:44.18","school","public","false",
"405","Sandy Springs Christian Church",,,,"2","2023-10-13 16:00:00","2025-10-25 00:12:06.819361","2025-10-25 00:20:44.245","church_faith",,"true",
"406","St. Paul United Methodist Church",,,,"1","2024-01-17 00:00:00","2025-10-25 00:12:07.012337","2025-10-25 00:20:44.31","church_faith",,"true",
"407","Friendsgiving Mitzvah Project",,,,"1","2023-11-19 00:00:00","2025-10-25 00:12:07.2064","2025-10-25 00:12:07.2064",,,"false",
"408","Voya",,,,"6","2024-07-24 16:00:00","2025-10-25 00:12:07.4016","2025-10-25 00:12:07.4016",,,"false",
"409","Bloomingdales",,,,"1","2024-02-14 00:00:00","2025-10-25 00:12:07.603624","2025-10-25 00:12:07.603624",,,"false",
"410","Integrity One Realty",,,,"1","2024-04-20 00:00:00","2025-10-25 00:12:07.801569","2025-10-25 00:12:07.801569",,,"false",
"411","International Charter Academy of Georgia",,,,"1","2025-03-25 00:00:00","2025-10-25 00:12:07.99548","2025-10-25 00:20:44.375","school","public","false",
"412","VMware",,,,"1","2022-11-17 00:00:00","2025-10-25 00:12:08.189676","2025-10-25 00:12:08.189676",,,"false",
"413","Evercy Wealth",,,,"1","2025-11-18 00:00:00","2025-10-25 00:12:08.383615","2025-10-25 00:12:08.383615",,,"false",
"414","LocumTenens",,,,"1","2024-07-16 00:00:00","2025-10-25 00:12:08.577906","2025-10-25 00:12:08.577906",,,"false",
"415","Nett Church",,,,"1","2025-03-30 00:00:00","2025-10-25 00:12:08.772311","2025-10-25 00:20:44.44","church_faith",,"true",
"416","Alpharetta Exiles Rugby Team",,,,"1","2023-12-12 00:00:00","2025-10-25 00:12:08.967034","2025-10-25 00:12:08.967034",,,"false",
"417","Compassionate Atlanta",,,,"1","2025-09-15 00:00:00","2025-10-25 00:12:09.161232","2025-10-25 00:12:09.161232",,,"false",
"418","The Museum School",,,,"2","2025-01-20 00:00:00","2025-10-25 00:12:09.35895","2025-10-25 00:12:09.35895",,,"false",
"419","ADP",,,,"1","2024-12-11 00:00:00","2025-10-25 00:12:09.559195","2025-10-25 00:12:09.559195",,,"false",
"420","Boy Scouts",,,,"4","2025-01-12 00:00:00","2025-10-25 00:12:09.755428","2025-10-25 00:20:44.506","club",,"false",
"421","Thrivent/Boy Scouts",,,,"1","2023-06-05 00:00:00","2025-10-25 00:12:09.963301","2025-10-25 00:20:44.572","club",,"false",
"422","RWC",,,,"1","2024-05-22 00:00:00","2025-10-25 00:12:10.157129","2025-10-25 00:12:10.157129",,,"false",
"423","Collective Learning",,,,"1","2023-12-06 00:00:00","2025-10-25 00:12:10.355012","2025-10-25 00:12:10.355012",,,"false",
"424","Music Authority Rock Camp",,,,"1","2023-06-14 00:00:00","2025-10-25 00:12:10.549142","2025-10-25 00:12:10.549142",,,"false",
"425","Hartman Simmons",,,,"1","2023-10-25 00:00:00","2025-10-25 00:12:10.746055","2025-10-25 00:12:10.746055",,,"false",
"426","NCR Atleos",,,,"2","2024-12-11 00:00:00","2025-10-25 00:12:10.942868","2025-10-25 00:12:10.942868",,,"false",
"427","Chattahooche HOA Club",,,,"1","2024-11-13 00:00:00","2025-10-25 00:12:11.136714","2025-10-25 00:20:44.637","neighborhood",,"false",
"428","St. Pius",,,,"16","2025-07-30 00:00:00","2025-10-25 00:12:11.330215","2025-10-25 00:12:11.330215",,,"false",
"429","Mount Pisgah Christian School",,,,"1","2024-11-20 00:00:00","2025-10-25 00:12:11.523618","2025-10-25 00:20:44.702","school","private","true",
"430","8th Grade Boys MBCA",,,,"1","2025-11-15 00:00:00","2025-10-25 00:12:11.7172","2025-10-25 00:12:11.7172",,,"false",
"431","Mosaic Design Build",,,,"1","2025-10-29 00:00:00","2025-10-25 00:12:11.911171","2025-10-25 00:12:11.911171",,,"false",
"432","Dunwoody UMC",,,,"1","2025-09-21 00:00:00","2025-10-25 00:12:12.104858","2025-10-25 00:12:12.104858",,,"false",
"433","The National Christian Foundation",,,,"1","2025-09-30 00:00:00","2025-10-25 00:12:12.297793","2025-10-25 00:20:44.766","church_faith",,"true",
"434","Dunwoody Group - Barn",,,,"1","2023-01-16 00:00:00","2025-10-25 00:12:12.497465","2025-10-25 00:20:44.831","large_corp",,"false",
"435","East Cobb Lions",,,,"1","2022-09-13 00:00:00","2025-10-25 00:12:12.692074","2025-10-25 00:12:12.692074",,,"false",
"436","Northbrook MOPS",,,,"1","2023-03-16 00:00:00","2025-10-25 00:12:12.888441","2025-10-25 00:12:12.888441",,,"false",
"437","Emory Johns Creek Hospital",,,,"5","2023-11-15 00:00:00","2025-10-25 00:12:13.08275","2025-10-25 00:12:13.08275",,,"false",
"438","Oakhurst Elementary",,,,"1","2025-01-17 00:00:00","2025-10-25 00:12:13.275646","2025-10-25 00:20:44.896","school","public","false",
"439","NCL",,,,"15","2025-10-04 00:00:00","2025-10-25 00:12:13.469895","2025-10-25 00:12:13.469895",,,"false",
"440","Elavon",,,,"1","2023-09-19 00:00:00","2025-10-25 00:12:13.663985","2025-10-25 00:12:13.663985",,,"false",
"441","Fulton Science Academy",,,,"1","2025-03-19 00:00:00","2025-10-25 00:12:13.858088","2025-10-25 00:20:44.961","school","public","false",
"442","IHM Catholic",,,,"9","2023-11-29 00:00:00","2025-10-25 00:12:14.054672","2025-10-25 00:20:45.025","church_faith",,"true",
"443","Scout Troop 7153",,,,"1","2025-02-09 00:00:00","2025-10-25 00:12:14.248486","2025-10-25 00:12:14.248486",,,"false",
"444","Little Yogis",,,,"1","2022-12-04 00:00:00","2025-10-25 00:12:14.44112","2025-10-25 00:12:14.44112",,,"false",
"445","Georgia Power",,,,"2","2022-12-07 00:00:00","2025-10-25 00:12:14.635291","2025-10-25 00:12:14.635291",,,"false",
"446","Sweet Cheats Atlanta",,,,"1","2023-07-18 00:00:00","2025-10-25 00:12:14.82894","2025-10-25 00:12:14.82894",,,"false",
"447","Austell Elementary",,,,"1","2025-03-12 00:00:00","2025-10-25 00:12:15.02706","2025-10-25 00:20:45.09","school","public","false",
"448","Girl Scout Troop #23149",,,,"2","2025-09-21 16:00:00","2025-10-25 00:12:15.219659","2025-10-25 00:12:15.219659",,,"false",
"449","Jack and Jill of America",,,,"3","2023-01-16 00:00:00","2025-10-25 00:12:15.411907","2025-10-25 00:12:15.411907",,,"false",
"450","Trident Trust",,,,"1","2023-04-26 00:00:00","2025-10-25 00:12:15.629199","2025-10-25 00:12:15.629199",,,"false",
"451","Northview High School",,,,"2","2025-10-08 00:00:00","2025-10-25 00:12:15.82377","2025-10-25 00:20:45.155","school","public","false",
"452","Optomi",,,,"1","2023-05-09 00:00:00","2025-10-25 00:12:16.017409","2025-10-25 00:12:16.017409",,,"false",
"453","Rocky Mount Elementary School",,,,"1","2025-02-13 00:00:00","2025-10-25 00:12:16.2148","2025-10-25 00:20:45.22","school","public","false",
"454","G2 Ocean",,,,"2","2025-03-18 00:00:00","2025-10-25 00:12:16.407716","2025-10-25 00:12:16.407716",,,"false",
"455","Workday LE Industries Service Executives",,,,"1","2022-06-08 00:00:00","2025-10-25 00:12:16.600195","2025-10-25 00:20:45.285","large_corp",,"false",
"456","Alpharetta Presbyterian Church",,,,"1","2022-08-21 00:00:00","2025-10-25 00:12:16.795129","2025-10-25 00:20:45.352","church_faith",,"true",
"457","The Lovett School",,,,"6","2024-10-18 00:00:00","2025-10-25 00:12:16.990575","2025-10-25 00:12:16.990575",,,"false",
"458","Lion's Club for Elevance",,,,"1","2024-10-02 00:00:00","2025-10-25 00:12:17.184045","2025-10-25 00:20:45.418","club",,"false",
"459","BrandSafWay",,,,"2","2025-07-16 00:00:00","2025-10-25 00:12:17.378021","2025-10-25 00:12:17.378021",,,"false",
"460","Jack and Jill of AMerica, Inc. Greater North Atlanta Chapter",,,,"1","2026-01-19 00:00:00","2025-10-25 00:12:17.571471","2025-10-25 00:20:45.483","large_corp",,"false",
"461","QGenda/CEBS",,,,"1","2025-08-27 16:00:00","2025-10-25 00:12:17.765774","2025-10-25 00:12:17.765774",,,"false",
"462","Ashton Woods",,,,"2","2025-03-11 00:00:00","2025-10-25 00:12:17.961144","2025-10-25 00:12:17.961144",,,"false",
"463","Hines Real Estate",,,,"1","2024-08-21 00:00:00","2025-10-25 00:12:18.154682","2025-10-25 00:12:18.154682",,,"false",
"464","Silverton Mortgage",,,,"1",,"2025-10-25 00:12:18.364593","2025-10-25 00:12:18.364593",,,"false",
"465","Mill Springs Fall Festival",,,,"1","2022-10-22 00:00:00","2025-10-25 00:12:18.557258","2025-10-25 00:12:18.557258",,,"false",
"466","Greystone Garden Club",,,,"1","2025-10-08 00:00:00","2025-10-25 00:12:18.74953","2025-10-25 00:20:45.547","club",,"false",
"467","Lassiter High School",,,,"1","2024-10-16 00:00:00","2025-10-25 00:12:18.944452","2025-10-25 00:20:45.614","school","public","false",
"468","St. Mary's Orthodox Chuch",,,,"1","2025-03-30 00:00:00","2025-10-25 00:12:19.138172","2025-10-25 00:12:19.138172",,,"false",
"469","CRH",,,,"1","2025-07-17 00:00:00","2025-10-25 00:12:19.39591","2025-10-25 00:12:19.39591",,,"false",
"470","Davis Academy",,,,"3","2025-01-24 00:00:00","2025-10-25 00:12:19.588107","2025-10-25 00:20:45.678","school","public","false",
"471","First Citizens Bank",,,,"1","2023-04-20 00:00:00","2025-10-25 00:12:19.780484","2025-10-25 00:12:19.780484",,,"false",
"472","North Point Community Church",,,,"2","2024-10-22 00:00:00","2025-10-25 00:12:19.974572","2025-10-25 00:20:45.743","church_faith",,"true",
"473","Or Hadash",,,,"1","2022-10-15 00:00:00","2025-10-25 00:12:20.168839","2025-10-25 00:12:20.168839",,,"false",
"474","Elevance Health (Lion's Club)",,,,"1","2023-10-18 00:00:00","2025-10-25 00:12:20.428141","2025-10-25 00:20:45.81","club",,"false",
"475","AJA",,,,"2","2025-01-22 00:00:00","2025-10-25 00:12:20.621454","2025-10-25 00:12:20.621454",,,"false",
"476","Grace Covenant Church of Atlanta",,,,"2","2025-02-22 00:00:00","2025-10-25 00:12:20.813948","2025-10-25 00:20:45.875","church_faith",,"true",
"477","FranklinCovey",,,,"3","2025-09-17 00:00:00","2025-10-25 00:12:21.007666","2025-10-25 00:12:21.007666",,,"false",
"478","PepsiCo",,,,"3","2024-08-06 16:00:00","2025-10-25 00:12:21.203578","2025-10-25 00:12:21.203578",,,"false",
"479","John Paul 2nd Syro Malabar Catholic Church (Cumming)",,,,"1","2025-03-09 00:00:00","2025-10-25 00:12:21.396781","2025-10-25 00:20:45.941","church_faith",,"true",
"480","MJCCA",,,,"2","2025-01-20 00:00:00","2025-10-25 00:12:21.591814","2025-10-25 00:12:21.591814",,,"false",
"481","Westminster",,,,"6","2025-10-01 00:00:00","2025-10-25 00:12:21.784979","2025-10-25 00:12:21.784979",,,"false",
"482","Tritt Elementary PTA Community Outreach Committee",,,,"1","2025-10-07 00:00:00","2025-10-25 00:12:21.978236","2025-10-25 00:20:46.006","school","public","false",
"483","Crye Leike",,,,"1","2023-11-29 00:00:00","2025-10-25 00:12:22.171817","2025-10-25 00:12:22.171817",,,"false",
"484","American Heritage Girls",,,,"2","2025-02-11 00:00:00","2025-10-25 00:12:22.367267","2025-10-25 00:12:22.367267",,,"false",
"485","Freese & Nichols",,,,"1","2025-08-13 16:00:00","2025-10-25 00:12:22.564543","2025-10-25 00:12:22.564543",,,"false",
"486","AT&T",,,,"2","2025-09-09 16:00:00","2025-10-25 00:12:22.757846","2025-10-25 00:12:22.757846",,,"false",
"487","RSM Accounting",,,,"4","2024-08-06 00:00:00","2025-10-25 00:12:22.950166","2025-10-25 00:12:22.950166",,,"false",
"488","OLA",,,,"2","2024-11-19 00:00:00","2025-10-25 00:12:23.142621","2025-10-25 00:12:23.142621",,,"false",
"489","Jack and Jill of America, Inc.",,,,"1","2025-11-02 00:00:00","2025-10-25 00:12:23.336261","2025-10-25 00:20:46.07","large_corp",,"false",
"490","LDS Women's Group",,,,"1","2025-10-11 00:00:00","2025-10-25 00:12:23.533748","2025-10-25 00:20:46.136","large_corp",,"false",
"491","Slalom Consulting",,,,"1","2024-11-07 00:00:00","2025-10-25 00:12:23.728943","2025-10-25 00:20:46.201","small_medium_corp",,"false",
"492","Compassion in Action",,,,"1","2025-10-05 00:00:00","2025-10-25 00:12:23.92241","2025-10-25 00:12:23.92241",,,"false",
"493","Wheeler HS",,,,"1","2024-10-09 16:00:00","2025-10-25 00:12:24.114512","2025-10-25 00:12:24.114512",,,"false",
"494","Amdocs",,,,"1","2023-11-28 00:00:00","2025-10-25 00:12:24.307246","2025-10-25 00:12:24.307246",,,"false",
"495","Stone Summit Climbing",,,,"1","2023-11-13 00:00:00","2025-10-25 00:12:24.501256","2025-10-25 00:12:24.501256",,,"false",
"496","CIBC",,,,"1","2024-08-14 00:00:00","2025-10-25 00:12:24.694893","2025-10-25 00:12:24.694893",,,"false",
"497","Bennett Thrasher",,,,"5","2025-11-20 00:00:00","2025-10-25 00:12:24.889384","2025-10-25 00:12:24.889384",,,"false",
"498","Walker & Dunlop",,,,"1","2025-08-27 16:00:00","2025-10-25 00:12:25.081961","2025-10-25 00:12:25.081961",,,"false",
"499","Evans General Contractors",,,,"1","2025-02-14 00:00:00","2025-10-25 00:12:25.275874","2025-10-25 00:12:25.275874",,,"false",
"500","McEachern High School - Cobb County School District",,,,"1","2025-11-14 17:00:00","2025-10-25 00:12:25.468828","2025-10-25 00:20:46.266","school","public","false",
"501","Southern Turf",,,,"1","2023-11-09 00:00:00","2025-10-25 00:12:25.664121","2025-10-25 00:12:25.664121",,,"false",
"502","Paideia Junior High School",,,,"1","2024-11-20 00:00:00","2025-10-25 00:12:25.857376","2025-10-25 00:20:46.331","school","public","false",
"503","Pope High School",,,,"2","2025-09-26 00:00:00","2025-10-25 00:12:26.051061","2025-10-25 00:20:46.397","school","public","false",
"504","Princeton Corners Neighborhood",,,,"1","2022-12-27 00:00:00","2025-10-25 00:12:26.243074","2025-10-25 00:20:46.462","neighborhood",,"false",
"505","Connect Moms",,,,"1","2024-09-08 00:00:00","2025-10-25 00:12:26.436953","2025-10-25 00:12:26.436953",,,"false",
"506","Clark Construction Group",,,,"1","2025-01-31 00:00:00","2025-10-25 00:12:26.630104","2025-10-25 00:20:46.527","large_corp",,"false",
"507","Thrivent/Scout troop 479",,,,"1","2023-11-06 00:00:00","2025-10-25 00:12:26.825335","2025-10-25 00:12:26.825335",,,"false",
"508","Riverwood",,,,"3","2024-09-23 00:00:00","2025-10-25 00:12:27.019557","2025-10-25 00:12:27.019557",,,"false",
"509","Upswell Marketing",,,,"1","2024-08-08 00:00:00","2025-10-25 00:12:27.212092","2025-10-25 00:12:27.212092",,,"false",
"510","Early emory",,,,"1","2025-09-30 00:00:00","2025-10-25 00:12:27.405285","2025-10-25 00:12:27.405285",,,"false",
"511","Southern Company Gas",,,,"1","2025-10-07 00:00:00","2025-10-25 00:12:27.598427","2025-10-25 00:20:46.592","large_corp",,"false",
"512","The Church of Jesus Christ of Latter-Day Saints",,,,"2","2025-07-12 00:00:00","2025-10-25 00:12:27.793363","2025-10-25 00:20:46.659","church_faith",,"true",
"513","Sheraton Suites Galleria Atlanta",,,,"1","2025-10-15 00:00:00","2025-10-25 00:12:27.987421","2025-10-25 00:12:27.987421",,,"false",
"514","All Saints Episcopal Church",,,,"2","2024-09-01 16:00:00","2025-10-25 00:12:28.180611","2025-10-25 00:20:46.727","church_faith",,"true",
"515","Simpsonwood UMC",,,,"1","2025-08-24 16:00:00","2025-10-25 00:12:28.373894","2025-10-25 00:12:28.373894",,,"false",
"516","Apollo MD",,,,"1","2024-04-23 00:00:00","2025-10-25 00:12:28.567297","2025-10-25 00:12:28.567297",,,"false",
"517","Target",,,,"1","2025-10-23 00:00:00","2025-10-25 00:12:28.760854","2025-10-25 00:12:28.760854",,,"false",
"518","Hartman Simons & Wood LLP",,,,"1","2025-07-16 00:00:00","2025-10-25 00:12:28.956887","2025-10-25 00:12:28.956887",,,"false",
"519","Mt. Vernon School",,,,"1","2023-01-27 00:00:00","2025-10-25 00:12:29.153119","2025-10-25 00:12:29.153119",,,"false",
"520","Thrivent",,,,"8","2025-01-19 00:00:00","2025-10-25 00:12:29.346003","2025-10-25 00:12:29.346003",,,"false",
"521","Wheeler High School",,,,"1","2023-04-26 00:00:00","2025-10-25 00:12:29.539695","2025-10-25 00:20:46.792","school","public","false",
"522","Mitzvah project",,,,"1","2022-10-30 00:00:00","2025-10-25 00:12:29.733352","2025-10-25 00:12:29.733352",,,"false",
"523","Axis Capital",,,,"1","2023-04-19 00:00:00","2025-10-25 00:12:29.92804","2025-10-25 00:12:29.92804",,,"false",
"524","ImpactSearch Partners",,,,"1","2022-10-05 00:00:00","2025-10-25 00:12:30.120708","2025-10-25 00:20:46.859","small_medium_corp",,"false",
"525","Fellowship Christian School",,,,"2","2024-10-23 00:00:00","2025-10-25 00:12:30.313436","2025-10-25 00:20:46.924","school","private","true",
"526","Relation Insurance Services",,,,"1","2024-02-21 00:00:00","2025-10-25 00:12:30.506102","2025-10-25 00:20:46.989","small_medium_corp",,"false",
"527","Capstone Academy",,,,"1","2025-10-08 00:00:00","2025-10-25 00:12:30.699146","2025-10-25 00:20:47.054","school","public","false",
"528","Bald Ridge Lodge",,,,"1","2023-10-23 00:00:00","2025-10-25 00:12:30.892267","2025-10-25 00:12:30.892267",,,"false",
"529","Xceleration",,,,"1","2022-11-15 00:00:00","2025-10-25 00:12:31.085884","2025-10-25 00:12:31.085884",,,"false",
"530","World Overcomers Christian Center",,,,"1","2022-11-19 00:00:00","2025-10-25 00:12:31.280363","2025-10-25 00:20:47.118","church_faith",,"true",
"531","Fidelity Investments",,,,"1","2022-12-01 00:00:00","2025-10-25 00:12:31.472454","2025-10-25 00:12:31.472454",,,"false",
"532","Cristo Rey School",,,,"1","2023-01-21 00:00:00","2025-10-25 00:12:31.665009","2025-10-25 00:12:31.665009",,,"false",
"533","Avient",,,,"2","2024-10-03 00:00:00","2025-10-25 00:12:31.85876","2025-10-25 00:12:31.85876",,,"false",
"534","Sterling of Dunwoody",,,,"1","2025-07-15 00:00:00","2025-10-25 00:12:32.052238","2025-10-25 00:12:32.052238",,,"false",
"535","Warren Boys and Girls Club",,,,"1","2025-07-11 16:00:00","2025-10-25 00:12:32.246979","2025-10-25 00:20:47.183","club",,"false",
"536","Israel Scouts (Yael)",,,,"1","2023-01-15 00:00:00","2025-10-25 00:12:32.504548","2025-10-25 00:12:32.504548",,,"false",
"537","Ware2Go",,,,"1","2023-01-17 00:00:00","2025-10-25 00:12:32.6982","2025-10-25 00:12:32.6982",,,"false",
"538","Pure Programs",,,,"1","2023-09-20 00:00:00","2025-10-25 00:12:32.892593","2025-10-25 00:12:32.892593",,,"false",
"539","National Charity League- Milton",,,,"1","2025-10-26 00:00:00","2025-10-25 00:12:33.086247","2025-10-25 00:12:33.086247",,,"false",
"540","Girls Scouts",,,,"1","2022-12-06 00:00:00","2025-10-25 00:12:33.279935","2025-10-25 00:12:33.279935",,,"false",
"541","Dunwoody High School - Theta Club",,,,"1","2023-03-01 00:00:00","2025-10-25 00:12:33.474677","2025-10-25 00:20:47.248","school","public","false",
"542","Coca-Cola Company",,,,"1","2024-08-14 00:00:00","2025-10-25 00:12:33.667815","2025-10-25 00:20:47.314","large_corp",,"false",
"543","MerchantE",,,,"1","2024-12-11 00:00:00","2025-10-25 00:12:33.872476","2025-10-25 00:12:33.872476",,,"false",
"544","Eagle Stix Lacrosse",,,,"1","2023-06-20 00:00:00","2025-10-25 00:12:34.129793","2025-10-25 00:12:34.129793",,,"false",
"545","The Wood Acres School",,,,"1","2024-11-22 00:00:00","2025-10-25 00:12:34.325487","2025-10-25 00:12:34.325487",,,"false",
"546","Rabobank",,,,"2","2024-04-24 00:00:00","2025-10-25 00:12:34.519713","2025-10-25 00:12:34.519713",,,"false",
"547","RWC Atlanta",,,,"1","2023-05-10 00:00:00","2025-10-25 00:12:34.712788","2025-10-25 00:12:34.712788",,,"false",
"548","Costar Group",,,,"1","2024-06-13 00:00:00","2025-10-25 00:12:34.907979","2025-10-25 00:20:47.382","large_corp",,"false",
"549","MIlton Talon Jr Lacrosse",,,,"1","2023-02-28 00:00:00","2025-10-25 00:12:35.102088","2025-10-25 00:12:35.102088",,,"false",
"550","Dunwoody Women's Club",,,,"1","2022-11-08 00:00:00","2025-10-25 00:12:35.294973","2025-10-25 00:20:47.447","club",,"false",
"551","North Suburban Atlanta Chapter of J&J",,,,"1","2025-11-08 00:00:00","2025-10-25 00:12:35.489343","2025-10-25 00:12:35.489343",,,"false",
"552","Kahua",,,,"2","2025-07-11 00:00:00","2025-10-25 00:12:35.683142","2025-10-25 00:12:35.683142",,,"false",
"553","Sandy Springs Woman's Club",,,,"1","2024-06-21 00:00:00","2025-10-25 00:12:35.879766","2025-10-25 00:20:47.512","club",,"false",
"554","Jones Middle School",,,,"2","2025-02-06 00:00:00","2025-10-25 00:12:36.073477","2025-10-25 00:20:47.582","school","public","false",
"555","Duluth High School National Honor Society",,,,"1","2023-03-22 00:00:00","2025-10-25 00:12:36.266759","2025-10-25 00:20:47.648","school","public","false",
"556","Findley Oaks Elementary",,,,"1","2025-03-06 00:00:00","2025-10-25 00:12:36.473112","2025-10-25 00:20:47.713","school","public","false",
"557","AstraZeneca",,,,"1","2024-09-26 00:00:00","2025-10-25 00:12:36.667445","2025-10-25 00:12:36.667445",,,"false",
"558","Balbec Capitol LP",,,,"1","2025-07-10 00:00:00","2025-10-25 00:12:36.860738","2025-10-25 00:12:36.860738",,,"false",
"559","Duluth Ismaili Center and Jamakhana",,,,"1","2023-04-01 00:00:00","2025-10-25 00:12:37.055383","2025-10-25 00:12:37.055383",,,"false",
"560","SKIM Analytical",,,,"1","2024-07-16 00:00:00","2025-10-25 00:12:37.248847","2025-10-25 00:12:37.248847",,,"false",
"561","Dunwoody United Methodist Church",,,,"2","2025-03-22 00:00:00","2025-10-25 00:12:37.442286","2025-10-25 00:20:47.778","church_faith",,"true",
"562","Cargill",,,,"1","2025-07-10 16:00:00","2025-10-25 00:12:37.636784","2025-10-25 00:12:37.636784",,,"false",
"563","Johnson Ferry Christian Academy",,,,"1","2023-08-02 00:00:00","2025-10-25 00:12:37.830375","2025-10-25 00:20:47.843","school","public","true",
"564","Midtown High School",,,,"2","2023-10-28 00:00:00","2025-10-25 00:12:38.023031","2025-10-25 00:20:47.908","school","public","false",
"565","Webb Bridge",,,,"3","2024-05-17 16:00:00","2025-10-25 00:12:38.217064","2025-10-25 00:12:38.217064",,,"false",
"566","BlackRock",,,,"1","2025-07-15 16:00:00","2025-10-25 00:12:38.409472","2025-10-25 00:12:38.409472",,,"false",
"567","Vickery's",,,,"1","2023-01-11 00:00:00","2025-10-25 00:12:38.602888","2025-10-25 00:12:38.602888",,,"false",
"568","AXA",,,,"1","2023-06-07 00:00:00","2025-10-25 00:12:38.796422","2025-10-25 00:12:38.796422",,,"false",
"569","Village Mill Neighborhood",,,,"1","2024-03-13 00:00:00","2025-10-25 00:12:38.990265","2025-10-25 00:20:47.973","neighborhood",,"false",
"570","NCR ATLEOS (WIN BRG)",,,,"1","2025-03-20 00:00:00","2025-10-25 00:12:39.184571","2025-10-25 00:12:39.184571",,,"false",
"571","GoTo Foods",,,,"1","2025-11-18 00:00:00","2025-10-25 00:12:39.379026","2025-10-25 00:12:39.379026",,,"false",
"572","Les Dames d'Escoffier",,,,"1","2023-06-28 00:00:00","2025-10-25 00:12:39.572843","2025-10-25 00:12:39.572843",,,"false",
"573","Georgia Aquarium",,,,"2","2024-10-29 00:00:00","2025-10-25 00:12:39.766117","2025-10-25 00:12:39.766117",,,"false",
"574","Girls Scouts 20103",,,,"1","2022-11-07 00:00:00","2025-10-25 00:12:39.959776","2025-10-25 00:12:39.959776",,,"false",
"575","Korean Community Presbyterian Church",,,,"4","2024-04-28 00:00:00","2025-10-25 00:12:40.152556","2025-10-25 00:20:48.038","church_faith",,"true",
"576","Fisher Phillips",,,,"1","2023-01-17 00:00:00","2025-10-25 00:12:40.348862","2025-10-25 00:12:40.348862",,,"false",
"577","Artisan Partners",,,,"1","2023-09-12 00:00:00","2025-10-25 00:12:40.541482","2025-10-25 00:20:48.103","small_medium_corp",,"false",
"578","Georgia Tech Hillel/AEPi",,,,"2","2022-12-07 00:00:00","2025-10-25 00:12:40.737124","2025-10-25 00:12:40.737124",,,"false",
"579","Atlanta NE Ismaili Center and Jamakhana",,,,"1","2023-04-01 00:00:00","2025-10-25 00:12:40.931092","2025-10-25 00:12:40.931092",,,"false",
"580","CIOPartners",,,,"1","2025-03-14 00:00:00","2025-10-25 00:12:41.124892","2025-10-25 00:12:41.124892",,,"false",
"581","Shrimad Rajchandra Love and Care (SRLC)",,,,"1","2025-02-23 00:00:00","2025-10-25 00:12:41.318072","2025-10-25 00:12:41.318072",,,"false",
"582","Webb Bridge Ward Relief Society of LDS",,,,"1","2025-03-06 00:00:00","2025-10-25 00:12:41.512137","2025-10-25 00:12:41.512137",,,"false",
"583","Hillels of Georgia",,,,"1","2023-04-16 00:00:00","2025-10-25 00:12:41.712463","2025-10-25 00:12:41.712463",,,"false",
"584","The Notre Dame School",,,,"1","2022-09-21 00:00:00","2025-10-25 00:12:41.906685","2025-10-25 00:12:41.906685",,,"false",
"585","FCS",,,,"1","2024-12-11 00:00:00","2025-10-25 00:12:42.101196","2025-10-25 00:12:42.101196",,,"false",
"586","Aulick Engineering",,,,"1","2025-09-25 00:00:00","2025-10-25 00:12:42.295515","2025-10-25 00:12:42.295515",,,"false",
